"Year","Reapplication status","Age group","Gender","Domicile","Applicants"
"2017","First time applicant","All","All","Not EU","10820"
"2018","First time applicant","All","All","Not EU","12110"
"2019","First time applicant","All","All","Not EU","12880"
"2020","First time applicant","All","All","Not EU","13680"
"2021","First time applicant","All","All","Not EU","16180"
"2022","First time applicant","All","All","Not EU","16150"
"2023","First time applicant","All","All","Not EU","15890"
"2024","First time applicant","All","All","Not EU","16110"
"2025","First time applicant","All","All","Not EU","17040"
"2026","First time applicant","All","All","Not EU","19350"
"2017","Reapplier","All","All","Not EU","700"
"2018","Reapplier","All","All","Not EU","760"
"2019","Reapplier","All","All","Not EU","800"
"2020","Reapplier","All","All","Not EU","880"
"2021","Reapplier","All","All","Not EU","1350"
"2022","Reapplier","All","All","Not EU","1330"
"2023","Reapplier","All","All","Not EU","1190"
"2024","Reapplier","All","All","Not EU","990"
"2025","Reapplier","All","All","Not EU","1040"
"2026","Reapplier","All","All","Not EU","1070"
"2017","First time applicant","All","All","EU (excluding UK)","5790"
"2018","First time applicant","All","All","EU (excluding UK)","6160"
"2019","First time applicant","All","All","EU (excluding UK)","6100"
"2020","First time applicant","All","All","EU (excluding UK)","6010"
"2021","First time applicant","All","All","EU (excluding UK)","4820"
"2022","First time applicant","All","All","EU (excluding UK)","4030"
"2023","First time applicant","All","All","EU (excluding UK)","3620"
"2024","First time applicant","All","All","EU (excluding UK)","3550"
"2025","First time applicant","All","All","EU (excluding UK)","3550"
"2026","First time applicant","All","All","EU (excluding UK)","3740"
"2017","Reapplier","All","All","EU (excluding UK)","440"
"2018","Reapplier","All","All","EU (excluding UK)","440"
"2019","Reapplier","All","All","EU (excluding UK)","500"
"2020","Reapplier","All","All","EU (excluding UK)","460"
"2021","Reapplier","All","All","EU (excluding UK)","380"
"2022","Reapplier","All","All","EU (excluding UK)","310"
"2023","Reapplier","All","All","EU (excluding UK)","270"
"2024","Reapplier","All","All","EU (excluding UK)","200"
"2025","Reapplier","All","All","EU (excluding UK)","200"
"2026","Reapplier","All","All","EU (excluding UK)","190"
"2017","All","All","All","Northern Ireland","940"
"2018","All","All","All","Northern Ireland","910"
"2019","All","All","All","Northern Ireland","950"
"2020","All","All","All","Northern Ireland","980"
"2021","All","All","All","Northern Ireland","1100"
"2022","All","All","All","Northern Ireland","1270"
"2023","All","All","All","Northern Ireland","1110"
"2024","All","All","All","Northern Ireland","1020"
"2025","All","All","All","Northern Ireland","1010"
"2026","All","All","All","Northern Ireland","970"
"2017","All","All","All","England","35190"
"2018","All","All","All","England","37640"
"2019","All","All","All","England","41320"
"2020","All","All","All","England","43080"
"2021","All","All","All","England","48670"
"2022","All","All","All","England","50020"
"2023","All","All","All","England","48020"
"2024","All","All","All","England","47090"
"2025","All","All","All","England","47000"
"2026","All","All","All","England","49830"
"2017","All","All","All","Scotland","1950"
"2018","All","All","All","Scotland","1990"
"2019","All","All","All","Scotland","1980"
"2020","All","All","All","Scotland","2040"
"2021","All","All","All","Scotland","2480"
"2022","All","All","All","Scotland","2540"
"2023","All","All","All","Scotland","2210"
"2024","All","All","All","Scotland","2050"
"2025","All","All","All","Scotland","2190"
"2026","All","All","All","Scotland","2290"
"2017","All","All","All","Wales","1360"
"2018","All","All","All","Wales","1440"
"2019","All","All","All","Wales","1510"
"2020","All","All","All","Wales","1560"
"2021","All","All","All","Wales","1960"
"2022","All","All","All","Wales","2170"
"2023","All","All","All","Wales","1780"
"2024","All","All","All","Wales","1720"
"2025","All","All","All","Wales","1700"
"2026","All","All","All","Wales","1730"
"2017","All","All","All","Not EU","11520"
"2018","All","All","All","Not EU","12870"
"2019","All","All","All","Not EU","13680"
"2020","All","All","All","Not EU","14560"
"2021","All","All","All","Not EU","17530"
"2022","All","All","All","Not EU","17480"
"2023","All","All","All","Not EU","17080"
"2024","All","All","All","Not EU","17100"
"2025","All","All","All","Not EU","18080"
"2026","All","All","All","Not EU","20420"
"2017","All","All","All","EU (excluding UK)","6230"
"2018","All","All","All","EU (excluding UK)","6600"
"2019","All","All","All","EU (excluding UK)","6600"
"2020","All","All","All","EU (excluding UK)","6470"
"2021","All","All","All","EU (excluding UK)","5200"
"2022","All","All","All","EU (excluding UK)","4340"
"2023","All","All","All","EU (excluding UK)","3880"
"2024","All","All","All","EU (excluding UK)","3750"
"2025","All","All","All","EU (excluding UK)","3750"
"2026","All","All","All","EU (excluding UK)","3930"
"2017","First time applicant","17 and under","Woman","All","1310"
"2018","First time applicant","17 and under","Woman","All","1430"
"2019","First time applicant","17 and under","Woman","All","1340"
"2020","First time applicant","17 and under","Woman","All","1460"
"2021","First time applicant","17 and under","Woman","All","1690"
"2022","First time applicant","17 and under","Woman","All","1750"
"2023","First time applicant","17 and under","Woman","All","1520"
"2024","First time applicant","17 and under","Woman","All","1530"
"2025","First time applicant","17 and under","Woman","All","1520"
"2026","First time applicant","17 and under","Woman","All","1560"
"2017","Reapplier","17 and under","Woman","All","10"
"2018","Reapplier","17 and under","Woman","All","10"
"2019","Reapplier","17 and under","Woman","All","10"
"2021","Reapplier","17 and under","Woman","All","10"
"2022","Reapplier","17 and under","Woman","All","10"
"2023","Reapplier","17 and under","Woman","All","10"
"2025","Reapplier","17 and under","Woman","All","10"
"2026","Reapplier","17 and under","Woman","All","10"
"2017","First time applicant","18","Woman","All","19230"
"2018","First time applicant","18","Woman","All","21190"
"2019","First time applicant","18","Woman","All","23820"
"2020","First time applicant","18","Woman","All","24740"
"2021","First time applicant","18","Woman","All","27570"
"2022","First time applicant","18","Woman","All","28510"
"2023","First time applicant","18","Woman","All","27440"
"2024","First time applicant","18","Woman","All","27010"
"2025","First time applicant","18","Woman","All","27260"
"2026","First time applicant","18","Woman","All","29400"
"2017","Reapplier","18","Woman","All","100"
"2018","Reapplier","18","Woman","All","90"
"2019","Reapplier","18","Woman","All","100"
"2020","Reapplier","18","Woman","All","80"
"2021","Reapplier","18","Woman","All","120"
"2022","Reapplier","18","Woman","All","150"
"2023","Reapplier","18","Woman","All","140"
"2024","Reapplier","18","Woman","All","100"
"2025","Reapplier","18","Woman","All","110"
"2026","Reapplier","18","Woman","All","120"
"2017","First time applicant","19","Woman","All","3220"
"2018","First time applicant","19","Woman","All","3380"
"2019","First time applicant","19","Woman","All","3540"
"2020","First time applicant","19","Woman","All","3600"
"2021","First time applicant","19","Woman","All","3780"
"2022","First time applicant","19","Woman","All","3350"
"2023","First time applicant","19","Woman","All","3290"
"2024","First time applicant","19","Woman","All","3110"
"2025","First time applicant","19","Woman","All","3260"
"2026","First time applicant","19","Woman","All","3400"
"2017","Reapplier","19","Woman","All","1360"
"2018","Reapplier","19","Woman","All","1450"
"2019","Reapplier","19","Woman","All","1730"
"2020","Reapplier","19","Woman","All","1900"
"2021","Reapplier","19","Woman","All","2660"
"2022","Reapplier","19","Woman","All","3090"
"2023","Reapplier","19","Woman","All","2950"
"2024","Reapplier","19","Woman","All","2240"
"2025","Reapplier","19","Woman","All","2250"
"2026","Reapplier","19","Woman","All","2310"
"2017","First time applicant","20","Woman","All","710"
"2018","First time applicant","20","Woman","All","700"
"2019","First time applicant","20","Woman","All","780"
"2020","First time applicant","20","Woman","All","790"
"2021","First time applicant","20","Woman","All","780"
"2022","First time applicant","20","Woman","All","820"
"2023","First time applicant","20","Woman","All","780"
"2024","First time applicant","20","Woman","All","790"
"2025","First time applicant","20","Woman","All","660"
"2026","First time applicant","20","Woman","All","730"
"2017","Reapplier","20","Woman","All","230"
"2018","Reapplier","20","Woman","All","270"
"2019","Reapplier","20","Woman","All","290"
"2020","Reapplier","20","Woman","All","330"
"2021","Reapplier","20","Woman","All","480"
"2022","Reapplier","20","Woman","All","550"
"2023","Reapplier","20","Woman","All","460"
"2024","Reapplier","20","Woman","All","380"
"2025","Reapplier","20","Woman","All","370"
"2026","Reapplier","20","Woman","All","400"
"2017","First time applicant","21 - 24","Woman","All","2390"
"2018","First time applicant","21 - 24","Woman","All","2590"
"2019","First time applicant","21 - 24","Woman","All","2630"
"2020","First time applicant","21 - 24","Woman","All","2790"
"2021","First time applicant","21 - 24","Woman","All","3350"
"2022","First time applicant","21 - 24","Woman","All","3090"
"2023","First time applicant","21 - 24","Woman","All","2540"
"2024","First time applicant","21 - 24","Woman","All","2360"
"2025","First time applicant","21 - 24","Woman","All","2530"
"2026","First time applicant","21 - 24","Woman","All","2930"
"2017","Reapplier","21 - 24","Woman","All","610"
"2018","Reapplier","21 - 24","Woman","All","580"
"2019","Reapplier","21 - 24","Woman","All","640"
"2020","Reapplier","21 - 24","Woman","All","610"
"2021","Reapplier","21 - 24","Woman","All","810"
"2022","Reapplier","21 - 24","Woman","All","960"
"2023","Reapplier","21 - 24","Woman","All","890"
"2024","Reapplier","21 - 24","Woman","All","690"
"2025","Reapplier","21 - 24","Woman","All","610"
"2026","Reapplier","21 - 24","Woman","All","610"
"2017","First time applicant","25 - 29","Woman","All","650"
"2018","First time applicant","25 - 29","Woman","All","700"
"2019","First time applicant","25 - 29","Woman","All","720"
"2020","First time applicant","25 - 29","Woman","All","770"
"2021","First time applicant","25 - 29","Woman","All","1050"
"2022","First time applicant","25 - 29","Woman","All","830"
"2023","First time applicant","25 - 29","Woman","All","670"
"2024","First time applicant","25 - 29","Woman","All","690"
"2025","First time applicant","25 - 29","Woman","All","740"
"2026","First time applicant","25 - 29","Woman","All","910"
"2017","Reapplier","25 - 29","Woman","All","310"
"2018","Reapplier","25 - 29","Woman","All","260"
"2019","Reapplier","25 - 29","Woman","All","300"
"2020","Reapplier","25 - 29","Woman","All","290"
"2021","Reapplier","25 - 29","Woman","All","310"
"2022","Reapplier","25 - 29","Woman","All","410"
"2023","Reapplier","25 - 29","Woman","All","380"
"2024","Reapplier","25 - 29","Woman","All","300"
"2025","Reapplier","25 - 29","Woman","All","270"
"2026","Reapplier","25 - 29","Woman","All","260"
"2017","First time applicant","30 - 34","Woman","All","170"
"2018","First time applicant","30 - 34","Woman","All","200"
"2019","First time applicant","30 - 34","Woman","All","200"
"2020","First time applicant","30 - 34","Woman","All","220"
"2021","First time applicant","30 - 34","Woman","All","270"
"2022","First time applicant","30 - 34","Woman","All","250"
"2023","First time applicant","30 - 34","Woman","All","220"
"2024","First time applicant","30 - 34","Woman","All","210"
"2025","First time applicant","30 - 34","Woman","All","210"
"2026","First time applicant","30 - 34","Woman","All","260"
"2017","Reapplier","30 - 34","Woman","All","70"
"2018","Reapplier","30 - 34","Woman","All","60"
"2019","Reapplier","30 - 34","Woman","All","70"
"2020","Reapplier","30 - 34","Woman","All","60"
"2021","Reapplier","30 - 34","Woman","All","90"
"2022","Reapplier","30 - 34","Woman","All","110"
"2023","Reapplier","30 - 34","Woman","All","90"
"2024","Reapplier","30 - 34","Woman","All","70"
"2025","Reapplier","30 - 34","Woman","All","60"
"2026","Reapplier","30 - 34","Woman","All","60"
"2017","First time applicant","35 and over","Woman","All","150"
"2018","First time applicant","35 and over","Woman","All","180"
"2019","First time applicant","35 and over","Woman","All","170"
"2020","First time applicant","35 and over","Woman","All","150"
"2021","First time applicant","35 and over","Woman","All","260"
"2022","First time applicant","35 and over","Woman","All","190"
"2023","First time applicant","35 and over","Woman","All","190"
"2024","First time applicant","35 and over","Woman","All","210"
"2025","First time applicant","35 and over","Woman","All","200"
"2026","First time applicant","35 and over","Woman","All","230"
"2017","Reapplier","35 and over","Woman","All","50"
"2018","Reapplier","35 and over","Woman","All","50"
"2019","Reapplier","35 and over","Woman","All","60"
"2020","Reapplier","35 and over","Woman","All","70"
"2021","Reapplier","35 and over","Woman","All","70"
"2022","Reapplier","35 and over","Woman","All","90"
"2023","Reapplier","35 and over","Woman","All","70"
"2024","Reapplier","35 and over","Woman","All","70"
"2025","Reapplier","35 and over","Woman","All","70"
"2026","Reapplier","35 and over","Woman","All","70"
"2017","First time applicant","17 and under","Man","All","940"
"2018","First time applicant","17 and under","Man","All","1140"
"2019","First time applicant","17 and under","Man","All","1090"
"2020","First time applicant","17 and under","Man","All","1100"
"2021","First time applicant","17 and under","Man","All","1160"
"2022","First time applicant","17 and under","Man","All","1270"
"2023","First time applicant","17 and under","Man","All","1170"
"2024","First time applicant","17 and under","Man","All","1190"
"2025","First time applicant","17 and under","Man","All","1270"
"2026","First time applicant","17 and under","Man","All","1220"
"2017","Reapplier","17 and under","Man","All","10"
"2018","Reapplier","17 and under","Man","All","10"
"2019","Reapplier","17 and under","Man","All","10"
"2020","Reapplier","17 and under","Man","All","10"
"2021","Reapplier","17 and under","Man","All","10"
"2022","Reapplier","17 and under","Man","All","10"
"2023","Reapplier","17 and under","Man","All","10"
"2024","Reapplier","17 and under","Man","All","10"
"2025","Reapplier","17 and under","Man","All","10"
"2026","Reapplier","17 and under","Man","All","10"
"2017","First time applicant","18","Man","All","16920"
"2018","First time applicant","18","Man","All","18180"
"2019","First time applicant","18","Man","All","19440"
"2020","First time applicant","18","Man","All","20470"
"2021","First time applicant","18","Man","All","22220"
"2022","First time applicant","18","Man","All","22270"
"2023","First time applicant","18","Man","All","22010"
"2024","First time applicant","18","Man","All","22300"
"2025","First time applicant","18","Man","All","22800"
"2026","First time applicant","18","Man","All","24640"
"2017","Reapplier","18","Man","All","80"
"2018","Reapplier","18","Man","All","90"
"2019","Reapplier","18","Man","All","110"
"2020","Reapplier","18","Man","All","100"
"2021","Reapplier","18","Man","All","120"
"2022","Reapplier","18","Man","All","130"
"2023","Reapplier","18","Man","All","110"
"2024","Reapplier","18","Man","All","90"
"2025","Reapplier","18","Man","All","110"
"2026","Reapplier","18","Man","All","120"
"2017","First time applicant","19","Man","All","2830"
"2018","First time applicant","19","Man","All","2870"
"2019","First time applicant","19","Man","All","2890"
"2020","First time applicant","19","Man","All","3050"
"2021","First time applicant","19","Man","All","2980"
"2022","First time applicant","19","Man","All","2650"
"2023","First time applicant","19","Man","All","2540"
"2024","First time applicant","19","Man","All","2550"
"2025","First time applicant","19","Man","All","2600"
"2026","First time applicant","19","Man","All","2810"
"2017","Reapplier","19","Man","All","1440"
"2018","Reapplier","19","Man","All","1500"
"2019","Reapplier","19","Man","All","1640"
"2020","Reapplier","19","Man","All","1680"
"2021","Reapplier","19","Man","All","2170"
"2022","Reapplier","19","Man","All","2450"
"2023","Reapplier","19","Man","All","2390"
"2024","Reapplier","19","Man","All","1810"
"2025","Reapplier","19","Man","All","1900"
"2026","Reapplier","19","Man","All","2050"
"2017","First time applicant","20","Man","All","790"
"2018","First time applicant","20","Man","All","880"
"2019","First time applicant","20","Man","All","830"
"2020","First time applicant","20","Man","All","860"
"2021","First time applicant","20","Man","All","820"
"2022","First time applicant","20","Man","All","830"
"2023","First time applicant","20","Man","All","810"
"2024","First time applicant","20","Man","All","860"
"2025","First time applicant","20","Man","All","790"
"2026","First time applicant","20","Man","All","860"
"2017","Reapplier","20","Man","All","310"
"2018","Reapplier","20","Man","All","310"
"2019","Reapplier","20","Man","All","340"
"2020","Reapplier","20","Man","All","360"
"2021","Reapplier","20","Man","All","470"
"2022","Reapplier","20","Man","All","490"
"2023","Reapplier","20","Man","All","440"
"2024","Reapplier","20","Man","All","340"
"2025","Reapplier","20","Man","All","390"
"2026","Reapplier","20","Man","All","380"
"2017","First time applicant","21 - 24","Man","All","1720"
"2018","First time applicant","21 - 24","Man","All","1780"
"2019","First time applicant","21 - 24","Man","All","1670"
"2020","First time applicant","21 - 24","Man","All","1640"
"2021","First time applicant","21 - 24","Man","All","1840"
"2022","First time applicant","21 - 24","Man","All","1630"
"2023","First time applicant","21 - 24","Man","All","1360"
"2024","First time applicant","21 - 24","Man","All","1310"
"2025","First time applicant","21 - 24","Man","All","1440"
"2026","First time applicant","21 - 24","Man","All","1490"
"2017","Reapplier","21 - 24","Man","All","500"
"2018","Reapplier","21 - 24","Man","All","460"
"2019","Reapplier","21 - 24","Man","All","500"
"2020","Reapplier","21 - 24","Man","All","490"
"2021","Reapplier","21 - 24","Man","All","530"
"2022","Reapplier","21 - 24","Man","All","670"
"2023","Reapplier","21 - 24","Man","All","590"
"2024","Reapplier","21 - 24","Man","All","440"
"2025","Reapplier","21 - 24","Man","All","400"
"2026","Reapplier","21 - 24","Man","All","430"
"2017","First time applicant","25 - 29","Man","All","500"
"2018","First time applicant","25 - 29","Man","All","560"
"2019","First time applicant","25 - 29","Man","All","550"
"2020","First time applicant","25 - 29","Man","All","540"
"2021","First time applicant","25 - 29","Man","All","660"
"2022","First time applicant","25 - 29","Man","All","580"
"2023","First time applicant","25 - 29","Man","All","430"
"2024","First time applicant","25 - 29","Man","All","480"
"2025","First time applicant","25 - 29","Man","All","410"
"2026","First time applicant","25 - 29","Man","All","480"
"2017","Reapplier","25 - 29","Man","All","230"
"2018","Reapplier","25 - 29","Man","All","200"
"2019","Reapplier","25 - 29","Man","All","220"
"2020","Reapplier","25 - 29","Man","All","200"
"2021","Reapplier","25 - 29","Man","All","250"
"2022","Reapplier","25 - 29","Man","All","260"
"2023","Reapplier","25 - 29","Man","All","230"
"2024","Reapplier","25 - 29","Man","All","160"
"2025","Reapplier","25 - 29","Man","All","150"
"2026","Reapplier","25 - 29","Man","All","130"
"2017","First time applicant","30 - 34","Man","All","130"
"2018","First time applicant","30 - 34","Man","All","130"
"2019","First time applicant","30 - 34","Man","All","160"
"2020","First time applicant","30 - 34","Man","All","140"
"2021","First time applicant","30 - 34","Man","All","190"
"2022","First time applicant","30 - 34","Man","All","180"
"2023","First time applicant","30 - 34","Man","All","150"
"2024","First time applicant","30 - 34","Man","All","140"
"2025","First time applicant","30 - 34","Man","All","160"
"2026","First time applicant","30 - 34","Man","All","180"
"2017","Reapplier","30 - 34","Man","All","50"
"2018","Reapplier","30 - 34","Man","All","60"
"2019","Reapplier","30 - 34","Man","All","60"
"2020","Reapplier","30 - 34","Man","All","40"
"2021","Reapplier","30 - 34","Man","All","70"
"2022","Reapplier","30 - 34","Man","All","80"
"2023","Reapplier","30 - 34","Man","All","70"
"2024","Reapplier","30 - 34","Man","All","50"
"2025","Reapplier","30 - 34","Man","All","50"
"2026","Reapplier","30 - 34","Man","All","60"
"2017","First time applicant","35 and over","Man","All","110"
"2018","First time applicant","35 and over","Man","All","110"
"2019","First time applicant","35 and over","Man","All","130"
"2020","First time applicant","35 and over","Man","All","110"
"2021","First time applicant","35 and over","Man","All","130"
"2022","First time applicant","35 and over","Man","All","110"
"2023","First time applicant","35 and over","Man","All","110"
"2024","First time applicant","35 and over","Man","All","140"
"2025","First time applicant","35 and over","Man","All","110"
"2026","First time applicant","35 and over","Man","All","140"
"2017","Reapplier","35 and over","Man","All","40"
"2018","Reapplier","35 and over","Man","All","50"
"2019","Reapplier","35 and over","Man","All","40"
"2020","Reapplier","35 and over","Man","All","40"
"2021","Reapplier","35 and over","Man","All","50"
"2022","Reapplier","35 and over","Man","All","60"
"2023","Reapplier","35 and over","Man","All","50"
"2024","Reapplier","35 and over","Man","All","50"
"2025","Reapplier","35 and over","Man","All","60"
"2026","Reapplier","35 and over","Man","All","50"
"2024","First time applicant","17 and under","I use another term","All","20"
"2025","First time applicant","17 and under","I use another term","All","10"
"2026","First time applicant","17 and under","I use another term","All","10"
"2024","First time applicant","18","I use another term","All","380"
"2025","First time applicant","18","I use another term","All","260"
"2026","First time applicant","18","I use another term","All","220"
"2024","First time applicant","19","I use another term","All","30"
"2025","First time applicant","19","I use another term","All","30"
"2026","First time applicant","19","I use another term","All","20"
"2024","Reapplier","19","I use another term","All","20"
"2025","Reapplier","19","I use another term","All","10"
"2026","Reapplier","19","I use another term","All","10"
"2024","First time applicant","20","I use another term","All","10"
"2026","First time applicant","20","I use another term","All","10"
"2024","First time applicant","21 - 24","I use another term","All","10"
"2025","First time applicant","21 - 24","I use another term","All","10"
"2026","First time applicant","21 - 24","I use another term","All","20"
"2026","Reapplier","21 - 24","I use another term","All","10"
"2025","First time applicant","25 - 29","I use another term","All","10"
"2026","First time applicant","25 - 29","I use another term","All","10"
"2024","First time applicant","30 - 34","I use another term","All","10"
"2026","First time applicant","35 and over","I use another term","All","10"
"2024","First time applicant","17 and under","I prefer not to say","All","20"
"2025","First time applicant","17 and under","I prefer not to say","All","10"
"2026","First time applicant","17 and under","I prefer not to say","All","10"
"2024","First time applicant","18","I prefer not to say","All","440"
"2025","First time applicant","18","I prefer not to say","All","460"
"2026","First time applicant","18","I prefer not to say","All","450"
"2024","First time applicant","19","I prefer not to say","All","50"
"2025","First time applicant","19","I prefer not to say","All","40"
"2026","First time applicant","19","I prefer not to say","All","20"
"2024","Reapplier","19","I prefer not to say","All","30"
"2025","Reapplier","19","I prefer not to say","All","40"
"2026","Reapplier","19","I prefer not to say","All","30"
"2024","First time applicant","20","I prefer not to say","All","10"
"2025","First time applicant","20","I prefer not to say","All","10"
"2026","First time applicant","20","I prefer not to say","All","10"
"2024","Reapplier","20","I prefer not to say","All","10"
"2025","Reapplier","20","I prefer not to say","All","10"
"2026","Reapplier","20","I prefer not to say","All","10"
"2024","First time applicant","21 - 24","I prefer not to say","All","20"
"2025","First time applicant","21 - 24","I prefer not to say","All","20"
"2026","First time applicant","21 - 24","I prefer not to say","All","20"
"2026","Reapplier","21 - 24","I prefer not to say","All","10"
"2024","First time applicant","25 - 29","I prefer not to say","All","10"
"2025","First time applicant","25 - 29","I prefer not to say","All","10"
"2026","First time applicant","25 - 29","I prefer not to say","All","10"
"2025","First time applicant","30 - 34","I prefer not to say","All","10"
"2026","First time applicant","35 and over","I prefer not to say","All","10"
"2017","All","17 and under","Woman","All","1310"
"2018","All","17 and under","Woman","All","1440"
"2019","All","17 and under","Woman","All","1340"
"2020","All","17 and under","Woman","All","1460"
"2021","All","17 and under","Woman","All","1700"
"2022","All","17 and under","Woman","All","1750"
"2023","All","17 and under","Woman","All","1530"
"2024","All","17 and under","Woman","All","1530"
"2025","All","17 and under","Woman","All","1530"
"2026","All","17 and under","Woman","All","1570"
"2017","All","18","Woman","All","19330"
"2018","All","18","Woman","All","21280"
"2019","All","18","Woman","All","23910"
"2020","All","18","Woman","All","24820"
"2021","All","18","Woman","All","27690"
"2022","All","18","Woman","All","28660"
"2023","All","18","Woman","All","27580"
"2024","All","18","Woman","All","27110"
"2025","All","18","Woman","All","27370"
"2026","All","18","Woman","All","29520"
"2017","All","19","Woman","All","4580"
"2018","All","19","Woman","All","4830"
"2019","All","19","Woman","All","5270"
"2020","All","19","Woman","All","5490"
"2021","All","19","Woman","All","6430"
"2022","All","19","Woman","All","6440"
"2023","All","19","Woman","All","6240"
"2024","All","19","Woman","All","5350"
"2025","All","19","Woman","All","5510"
"2026","All","19","Woman","All","5710"
"2017","All","20","Woman","All","940"
"2018","All","20","Woman","All","970"
"2019","All","20","Woman","All","1070"
"2020","All","20","Woman","All","1120"
"2021","All","20","Woman","All","1250"
"2022","All","20","Woman","All","1370"
"2023","All","20","Woman","All","1240"
"2024","All","20","Woman","All","1170"
"2025","All","20","Woman","All","1030"
"2026","All","20","Woman","All","1120"
"2017","All","21 - 24","Woman","All","3000"
"2018","All","21 - 24","Woman","All","3170"
"2019","All","21 - 24","Woman","All","3260"
"2020","All","21 - 24","Woman","All","3400"
"2021","All","21 - 24","Woman","All","4160"
"2022","All","21 - 24","Woman","All","4050"
"2023","All","21 - 24","Woman","All","3430"
"2024","All","21 - 24","Woman","All","3060"
"2025","All","21 - 24","Woman","All","3140"
"2026","All","21 - 24","Woman","All","3540"
"2017","All","25 - 29","Woman","All","960"
"2018","All","25 - 29","Woman","All","950"
"2019","All","25 - 29","Woman","All","1020"
"2020","All","25 - 29","Woman","All","1060"
"2021","All","25 - 29","Woman","All","1370"
"2022","All","25 - 29","Woman","All","1250"
"2023","All","25 - 29","Woman","All","1040"
"2024","All","25 - 29","Woman","All","990"
"2025","All","25 - 29","Woman","All","1010"
"2026","All","25 - 29","Woman","All","1170"
"2017","All","30 - 34","Woman","All","240"
"2018","All","30 - 34","Woman","All","260"
"2019","All","30 - 34","Woman","All","270"
"2020","All","30 - 34","Woman","All","280"
"2021","All","30 - 34","Woman","All","360"
"2022","All","30 - 34","Woman","All","350"
"2023","All","30 - 34","Woman","All","310"
"2024","All","30 - 34","Woman","All","270"
"2025","All","30 - 34","Woman","All","270"
"2026","All","30 - 34","Woman","All","320"
"2017","All","35 and over","Woman","All","200"
"2018","All","35 and over","Woman","All","230"
"2019","All","35 and over","Woman","All","230"
"2020","All","35 and over","Woman","All","220"
"2021","All","35 and over","Woman","All","330"
"2022","All","35 and over","Woman","All","280"
"2023","All","35 and over","Woman","All","250"
"2024","All","35 and over","Woman","All","280"
"2025","All","35 and over","Woman","All","260"
"2026","All","35 and over","Woman","All","300"
"2017","All","17 and under","Man","All","950"
"2018","All","17 and under","Man","All","1160"
"2019","All","17 and under","Man","All","1100"
"2020","All","17 and under","Man","All","1120"
"2021","All","17 and under","Man","All","1170"
"2022","All","17 and under","Man","All","1280"
"2023","All","17 and under","Man","All","1180"
"2024","All","17 and under","Man","All","1200"
"2025","All","17 and under","Man","All","1280"
"2026","All","17 and under","Man","All","1230"
"2017","All","18","Man","All","17000"
"2018","All","18","Man","All","18270"
"2019","All","18","Man","All","19550"
"2020","All","18","Man","All","20570"
"2021","All","18","Man","All","22350"
"2022","All","18","Man","All","22400"
"2023","All","18","Man","All","22120"
"2024","All","18","Man","All","22380"
"2025","All","18","Man","All","22910"
"2026","All","18","Man","All","24760"
"2017","All","19","Man","All","4270"
"2018","All","19","Man","All","4370"
"2019","All","19","Man","All","4530"
"2020","All","19","Man","All","4740"
"2021","All","19","Man","All","5160"
"2022","All","19","Man","All","5100"
"2023","All","19","Man","All","4930"
"2024","All","19","Man","All","4350"
"2025","All","19","Man","All","4500"
"2026","All","19","Man","All","4860"
"2017","All","20","Man","All","1110"
"2018","All","20","Man","All","1190"
"2019","All","20","Man","All","1170"
"2020","All","20","Man","All","1220"
"2021","All","20","Man","All","1280"
"2022","All","20","Man","All","1320"
"2023","All","20","Man","All","1250"
"2024","All","20","Man","All","1200"
"2025","All","20","Man","All","1180"
"2026","All","20","Man","All","1240"
"2017","All","21 - 24","Man","All","2230"
"2018","All","21 - 24","Man","All","2240"
"2019","All","21 - 24","Man","All","2170"
"2020","All","21 - 24","Man","All","2130"
"2021","All","21 - 24","Man","All","2370"
"2022","All","21 - 24","Man","All","2300"
"2023","All","21 - 24","Man","All","1950"
"2024","All","21 - 24","Man","All","1750"
"2025","All","21 - 24","Man","All","1840"
"2026","All","21 - 24","Man","All","1910"
"2017","All","25 - 29","Man","All","730"
"2018","All","25 - 29","Man","All","760"
"2019","All","25 - 29","Man","All","770"
"2020","All","25 - 29","Man","All","740"
"2021","All","25 - 29","Man","All","910"
"2022","All","25 - 29","Man","All","840"
"2023","All","25 - 29","Man","All","660"
"2024","All","25 - 29","Man","All","640"
"2025","All","25 - 29","Man","All","570"
"2026","All","25 - 29","Man","All","610"
"2017","All","30 - 34","Man","All","180"
"2018","All","30 - 34","Man","All","190"
"2019","All","30 - 34","Man","All","220"
"2020","All","30 - 34","Man","All","180"
"2021","All","30 - 34","Man","All","250"
"2022","All","30 - 34","Man","All","260"
"2023","All","30 - 34","Man","All","220"
"2024","All","30 - 34","Man","All","200"
"2025","All","30 - 34","Man","All","210"
"2026","All","30 - 34","Man","All","240"
"2017","All","35 and over","Man","All","150"
"2018","All","35 and over","Man","All","160"
"2019","All","35 and over","Man","All","160"
"2020","All","35 and over","Man","All","150"
"2021","All","35 and over","Man","All","170"
"2022","All","35 and over","Man","All","170"
"2023","All","35 and over","Man","All","160"
"2024","All","35 and over","Man","All","190"
"2025","All","35 and over","Man","All","160"
"2026","All","35 and over","Man","All","190"
"2024","All","17 and under","I use another term","All","20"
"2025","All","17 and under","I use another term","All","10"
"2026","All","17 and under","I use another term","All","10"
"2024","All","18","I use another term","All","380"
"2025","All","18","I use another term","All","260"
